id;type;text;correct_answer;choice_2;choice_3;choice_4;passage_id;qtype
25936;question;Que dit Iris à ses grands-parents le lendemain matin ?;elle aimerait revenir très bientôt;elle ne veut plus jamais revenir;elle veut rentrer immédiatement;elle veut appeler ses parents;25924;L
25937;question;Que veut dire 'nerveuse' au début du texte, à propos d'Iris ?;un peu inquiété, tendue;totalement calme;très joyeuse uniquement;fatiguée;25924;V
25938;question;Que veut dire 'nostalgie' dans le texte ?;un sentiment doux-amer en pensant à quelque chose d'absent;une grande joie soudaine;une peur intense;une grande fatigue;25924;V
25939;question;Que veut dire 'paisiblement' à propos du sommeil d'Iris ?;de façon calme et tranquille;en s'agitant beaucoup;avec des cauchemars;difficilement;25924;V
25940;question;Que veut dire 'fascinant' à propos du jeu de société de papi ?;qui suscite un grand intérêt;très ennuyeux;totalement inconnu;difficile à comprendre;25924;V
25941;question;Pourquoi Iris ressent-elle de la nostalgie au moment du coucher ?;c'est sa première nuit loin de ses parents;elle n'aime pas la maison de ses grands-parents;elle a peur du noir;elle a faim;25924;I
25942;question;Qu'est-ce qui aide Iris à s'endormir malgré sa nostalgie ?;la douce histoire racontée par sa mamie;le silence total de la maison;le fait de rester éveillée toute la nuit;un appel téléphonique à ses parents;25924;I
25943;question;Qu'est-ce qui montre que cette expérience s'est bien passée pour Iris ?;elle se réveille contente et veut revenir bientôt;elle pleure encore le lendemain matin;elle refuse de reparler de cette nuit;elle demande à rentrer dès le réveil;25924;I
25944;question;Que peut-on déduire de la relation entre Iris et ses grands-parents ?;ils prennent soin d'elle avec beaucoup de tendresse;ils ne savent pas s'occuper d'un enfant;Iris se sent mal à l'aise chez eux;ils sont trop occupes pour s'occuper d'elle;25924;I
25945;passage;Milan rentre de vacances avec ses parents après trois semaines passées chez ses grands-parents à la mer. Le trajet en voiture est un peu long. Pendant le voyage, Milan repense à tous les bons moments vécus pendant l'été: les baignades, les glaces et les jeux de plage. En arrivant devant chez lui, Milan retrouve sa maison avec un plaisir mélange à une petite tristesse de voir les vacances finies. Il retrouve d'abord sa chambre, restée exactement comme il l'avait laissée, avec tous ses jouets bien ranges à leur place. Son chat, reste chez une voisine pendant les vacances, vient l'accueillir en se frottant contre ses jambes. Milan le caresse longuement. Le soir, en défaisant sa valise, Milan retrouve un joli coquillage qu'il avait ramassé sur la plage en souvenir de ses vacances. Il décide de poser ce coquillage bien en vue sur son bureau, pour se rappeler cet été chaque fois qu'il le regardera. Le lendemain, Milan retrouve ses amis du quartier et leur raconte avec enthousiasme toutes ses aventures de vacances.;;;;;;
25946;question;D'ou Milan rentre-t-il ?;de chez ses grands-parents à la mer;de l'école;d'un voyage à l'étranger;d'un camp de vacances;25945;L
25947;question;Combien de temps Milan à-t-il passe là-bas ?;trois semaines;un week-end;un mois complet;une seule journée;25945;L
25948;question;Comment est le trajet en voiture du retour ?;un peu long;très court;il n'y à pas de trajet en voiture;extrêmement rapide;25945;L
25949;question;À quoi Milan repense-t-il pendant le voyage ?;aux baignades, aux glaces et aux jeux de plage;à ses devoirs de vacances;à son école;à rien de particulier;25945;L
25950;question;Que ressent Milan en arrivant devant chez lui ?;du plaisir mélange à une petite tristesse;seulement de la joie;seulement de la tristesse;de la colère;25945;L
25951;question;Comment Milan retrouve-t-il sa chambre ?;exactement comme il l'avait laissée;complètement changée;toute vide;en désordre;25945;L
25952;question;Où était le chat de Milan pendant les vacances ?;chez une voisine;avec eux en vacances;chez les grands-parents;il n'a pas de chat;25945;L
25953;question;Que fait le chat en accueillant Milan ?;il se frotte contre ses jambes;il se cache;il miaule de colère;il l'ignore complètement;25945;L
25954;question;Que retrouve Milan dans sa valise le soir ?;un joli coquillage;un jouet casse;des vêtements sales uniquement;rien de spécial;25945;L
25955;question;Où Milan ramasse-t-il ce coquillage à l'origine ?;sur la plage;dans le jardin;au marche;chez ses grands-parents;25945;L
25956;question;Où Milan pose-t-il le coquillage ?;bien en vue sur son bureau;dans un tiroir ferme;il le jette;il le donne à un ami;25945;L
25957;question;Que fait Milan le lendemain avec ses amis ?;il leur raconte ses aventures de vacances;il ne leur parle pas de ses vacances;il reste seul chez lui;il repart en voyage;25945;L
25958;question;Que veut dire 'enthousiasme' à propos de la manière dont Milan raconte ses vacances ?;avec beaucoup d'entrain et de joie;avec ennui;avec tristesse;avec indifférence;25945;V
25959;question;Que veut dire 'mélange' à propos du sentiment ressenti par Milan en arrivant chez lui ?;compose de plusieurs émotions à la fois;totalement simple et unique;absent, sans émotion;très violent;25945;V
25960;question;Que veut dire 'souvenir' à propos du coquillage ?;un objet qui rappelle un moment passe;un objet sans aucune importance;un jouet à offrir;un objet dangereux;25945;V
25961;question;Que veut dire 'bien en vue' à propos de l'endroit où Milan pose le coquillage ?;à un endroit visible facilement;cache et difficile à trouver;dans un tiroir ferme;à l'extérieur de la maison;25945;V
25962;question;Pourquoi Milan ressent-il une petite tristesse en rentrant chez lui ?;il regrette que ses belles vacances soient terminées;il n'aime pas sa maison;il a peur de retourner à l'école;il s'est disputé avec ses grands-parents;25945;I
25963;question;Pourquoi Milan garde-t-il le coquillage bien en vue sur son bureau ?;il veut se souvenir de ses vacances chaque jour;il pense que le coquillage à une grande valeur;sa maman le lui demande;il l'a trouvé par hasard sans y penser;25945;I
25964;question;Qu'est-ce qui montre que Milan a passé de très bonnes vacances ?;il raconte ses aventures avec enthousiasme à ses amis;il refuse de parler de ses vacances;il est content que les vacances soient finies;il ne se souvient de rien;25945;I
25965;question;Que peut-on déduire du lien entre Milan et son chat ?;ils sont attachés l'un à l'autre malgré la séparation;le chat ne reconnaît plus Milan;Milan n'aime pas vraiment son chat;le chat préfère la voisine à Milan;25945;I
25966;passage;Selma visite un magnifique jardin aux papillons avec sa classe, lors d'une sortie scolaire de fin d'année. Elle est impatiente d'y entrer. Dès l'entrée du jardin, des dizaines de papillons colorés volent librement autour des visiteurs. Selma n'en a jamais vu autant. Un guide explique aux enfants que ce jardin abrite plus de cent espèces de papillons venus du monde entier. Selma écoute attentivement. Selma s'arrête longuement devant un immense papillon bleu aux ailes brillantes, pose tranquillement sur une fleur rouge. Le guide explique ensuite comment une simple chenille se transforme peu à peu en magnifique papillon dans son cocon. Selma trouve cela fascinant. Plus loin, un papillon orange se pose doucement sur l'épaule de Selma, qui reste totalement immobile pour ne pas l'effrayer. Ses camarades de classe s'approchent doucement pour observer le papillon poser sur elle, émerveillés par ce moment. à la fin de la visite, Selma achète une petite carte postale avec un papillon dessine, pour se souvenir de cette sortie magique.;;;;;;
25967;question;Où Selma se rend-elle avec sa classe ?;dans un jardin aux papillons;dans un musée;dans une ferme;au zoo;25966;L
25968;question;Quand a lieu cette sortie ?;en fin d'année scolaire;pendant les vacances;un dimanche;pendant l'hiver;25966;L
25969;question;Que voit Selma dès l'entrée du jardin ?;des dizaines de papillons colorés;des oiseaux;des poissons;des fleurs uniquement, sans papillons;25966;L
25970;question;Que dit le guide sur ce jardin ?;il abrite plus de cent espèces de papillons;il n'y à que dix papillons;c'est le plus petit jardin du pays;les papillons y sont rares;25966;L
25971;question;Devant quoi Selma s'arrête-t-elle longuement ?;un immense papillon bleu;une fontaine;une statue;un arbre fruitier;25966;L
25972;question;Où ce grand papillon bleu est-il pose ?;sur une fleur rouge;sur la tête du guide;sur le sol;sur un arbre;25966;L
25973;question;Que devient une chenille selon le guide ?;elle se transforme en papillon dans son cocon;elle reste chenille toute sa vie;elle se transforme en fleur;elle disparaît complètement;25966;L
25974;question;Que fait un papillon orange plus loin dans le jardin ?;il se pose sur l'épaule de Selma;il s'envole très loin;il se pose sur le guide;il disparaît;25966;L
25975;question;Comment Selma reste-t-elle quand le papillon se pose sur elle ?;totalement immobile;elle bouge beaucoup;elle crie de surprise;elle court partout;25966;L
25976;question;Que font les camarades de Selma en voyant cela ?;ils s'approchent doucement pour observer;ils s'enfuient en courant;ils ne remarquent rien;ils se moquent d'elle;25966;L
25977;question;Que fait Selma à la fin de la visite ?;elle achète une carte postale avec un papillon;elle attrape un papillon;elle ne garde aucun souvenir;elle pleure de devoir partir;25966;L
25978;question;Pourquoi Selma achète-t-elle cette carte postale ?;pour se souvenir de cette sortie magique;car sa maîtresse le lui demande;car elle l'a trouvée par terre;car elle n'aime pas les papillons;25966;L
25979;question;Que veut dire 'abrite' à propos du jardin et des papillons ?;accueille et protège;chasse et rejette;vend;détruit;25966;V
25980;question;Que veut dire 'cocon' dans le texte ?;l'enveloppe protectrice où la chenille se transforme;le nom d'une fleur;un type de papillon;une cage à insectes;25966;V
25981;question;Que veut dire 'émerveilles' à propos des camarades de Selma ?;remplis d'admiration et d'étonnement;totalement indifférents;effrayes;ennuyés;25966;V
25982;question;Que veut dire 'fascinant' à propos de la transformation expliquée par le guide ?;qui suscite un grand intérêt et de l'admiration;très ennuyeux;totalement banal;difficile à croire;25966;V
25983;question;Pourquoi Selma reste-t-elle immobile quand le papillon se pose sur elle ?;elle ne veut pas effrayer le papillon fragile;elle a trop peur pour bouger;la maîtresse le lui ordonne;elle est fatiguée et n'a pas envie de bouger;25966;I
25984;question;Qu'est-ce qui montre que Selma à beaucoup appris pendant cette visite ?;elle écoute attentivement les explications du guide;elle s'ennuie pendant toute la visite;elle ne retient aucune information;elle préfère jouer plutôt qu'écouter;25966;I
25985;question;Pourquoi Selma garde-t-elle une carte postale en souvenir plutôt qu'un vrai papillon ?;elle respecte les papillons et ne veut pas leur faire de mal;elle n'a pas réussi à en attraper un;les papillons sont interdits à la vente;elle préfère les cartes postales aux papillons;25966;I
25986;question;Que peut-on déduire du plaisir ressenti par Selma pendant cette sortie ?;elle a vécu un moment émerveillant et mémorable;elle a trouvé la sortie ennuyeuse;elle avait peur des papillons durant toute la visite;elle préférait rester en classe;25966;I
